application_id,applicant_id,product_code,decision_date,decision_status,approved_amount,approved_term_length,doc_id,policy_doc_id,rule_id_triggered,active_flag
LA-37783,AP-10202,MNT-01,7/6/2026 16:50,Approved,18,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-11948,AP-10203,MNT-06,3/21/2026 19:53,Approved,18,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-85590,AP-10204,MNT-01,3/4/2026 6:15,Approved,12,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-90386,AP-10205,MNT-03,4/10/2026 10:21,Approved,40,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-87604,AP-10206,MNT-05,2/27/2026 0:52,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-DTI-001,FALSE
LA-22168,AP-10207,MNT-01,3/19/2026 14:08,Approved,47,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-08211,AP-10208,MNT-01,6/5/2026 9:38,Approved,17,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-20220,AP-10209,MNT-01,2/7/2026 2:47,Approved,21,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-82394,AP-10210,MNT-03,6/19/2026 1:26,Approved,25,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-30792,AP-10211,MNT-05,7/9/2026 20:02,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-01793,AP-10212,MNT-01,2/26/2026 10:43,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-07480,AP-10213,MNT-03,9/6/2026 8:05,Approved,34,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-88063,AP-10214,MNT-01,7/26/2026 1:25,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-50044,AP-10215,MNT-01,8/26/2026 22:03,Approved,50,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-61812,AP-10216,REV-02,6/1/2026 8:46,Approved,14,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-83921,AP-10217,MNT-03,2/8/2026 9:43,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-84416,AP-10218,MNT-01,7/9/2026 3:44,Approved,11,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-92364,AP-10219,MNT-01,6/18/2026 15:13,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-33345,AP-10220,MNT-10,6/11/2026 11:48,Approved,35,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-87698,AP-10221,MNT-04,6/19/2026 17:40,Approved,38,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-21347,AP-10222,MNT-03,8/19/2026 15:30,Approved,24,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-33440,AP-10223,REV-02,3/10/2026 1:56,Approved,12,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-22289,AP-10224,MNT-01,6/2/2026 17:01,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-41613,AP-10225,MNT-01,8/11/2026 20:07,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-45425,AP-10226,MNT-03,2/16/2026 23:49,Approved,42,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-37508,AP-10227,MNT-01,6/6/2026 22:18,Approved,32,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-08541,AP-10228,MNT-01,3/25/2026 11:34,Approved,19,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-08223,AP-10229,MNT-03,6/10/2026 13:16,Approved,30,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-21324,AP-10230,MNT-06,5/31/2026 10:36,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-DTI-001,FALSE
LA-93133,AP-10231,REV-02,2/12/2026 8:17,Approved,24,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-25133,AP-10232,REV-02,6/19/2026 1:25,Approved,50,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-24440,AP-10233,MNT-01,3/12/2026 3:55,Approved,50,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-19189,AP-10234,REV-02,5/17/2026 18:43,Approved,49,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-21951,AP-10235,REV-02,2/12/2026 6:20,Approved,39,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-96079,AP-10236,REV-02,4/17/2026 13:18,Approved,11,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-06649,AP-10237,MNT-01,8/25/2026 6:23,Approved,44,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-23523,AP-10238,MNT-01,7/20/2026 2:34,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-74238,AP-10239,MNT-03,6/18/2026 14:34,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-88880,AP-10240,REV-02,8/8/2026 17:55,Approved,12,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-10758,AP-10241,MNT-01,2/24/2026 5:38,Approved,30,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-40609,AP-10242,MNT-03,6/3/2026 2:57,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-DTI-001,FALSE
LA-18651,AP-10243,REV-02,4/29/2026 8:43,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-79718,AP-10244,MNT-01,5/9/2026 6:32,Approved,28,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-55953,AP-10245,MNT-01,4/25/2026 8:13,Approved,45,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-25674,AP-10246,MNT-01,6/19/2026 19:10,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-41880,AP-10247,REV-02,2/18/2026 6:30,Approved,35,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-04474,AP-10248,MNT-01,7/7/2026 9:59,Approved,19,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-70516,AP-10249,MNT-03,8/23/2026 4:46,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-20770,AP-10250,MNT-01,6/26/2026 17:25,Approved,24,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-34210,AP-10251,MNT-01,4/9/2026 8:02,Approved,38,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-66358,AP-10252,MNT-01,2/28/2026 22:32,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-DTI-001,FALSE
LA-14940,AP-10253,MNT-03,4/2/2026 22:34,Approved,46,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-92469,AP-10254,MNT-03,3/29/2026 22:19,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-61440,AP-10255,REV-02,3/8/2026 7:09,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-64377,AP-10256,MNT-01,5/4/2026 10:59,Approved,44,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-00430,AP-10257,MNT-01,5/22/2026 19:26,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-DTI-001,FALSE
LA-94499,AP-10258,MNT-03,3/8/2026 6:05,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-DTI-001,FALSE
LA-88212,AP-10259,MNT-03,7/21/2026 18:34,Approved,28,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-10916,AP-10260,MNT-01,8/7/2026 11:40,Approved,41,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-17699,AP-10261,MNT-04,5/1/2026 1:04,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-DTI-001,FALSE
LA-67060,AP-10262,MNT-01,4/19/2026 22:23,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-48086,AP-10263,MNT-01,7/27/2026 11:33,Approved,46,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-51392,AP-10264,REV-02,4/23/2026 15:01,Approved,31,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-09052,AP-10265,MNT-06,4/16/2026 23:18,Approved,34,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-69263,AP-10266,MNT-01,7/6/2026 9:01,Approved,22,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-69231,AP-10267,MNT-01,5/18/2026 23:20,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-DTI-001,FALSE
LA-31591,AP-10268,MNT-01,5/20/2026 9:02,Approved,14,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-97105,AP-10269,REV-02,5/29/2026 9:18,Approved,30,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-94992,AP-10270,REV-02,4/27/2026 2:09,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-DTI-001,FALSE
LA-79529,AP-10271,MNT-01,4/5/2026 7:23,Approved,44,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-71978,AP-10272,MNT-01,2/14/2026 8:26,Approved,39,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-54608,AP-10273,REV-02,4/12/2026 21:26,Approved,44,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-66048,AP-10274,MNT-01,7/3/2026 8:53,Approved,26,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-60966,AP-10275,MNT-01,3/16/2026 7:21,Approved,28,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-87147,AP-10276,MNT-03,7/4/2026 13:35,Approved,18,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-50059,AP-10277,MNT-01,2/10/2026 3:48,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-46328,AP-10278,REV-02,6/28/2026 18:36,Approved,44,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-74655,AP-10279,MNT-06,4/12/2026 9:32,Approved,49,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-99711,AP-10280,MNT-03,8/1/2026 11:38,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-40859,AP-10281,MNT-06,6/2/2026 7:37,Approved,49,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-52063,AP-10282,MNT-01,5/13/2026 22:19,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-88769,AP-10283,MNT-03,5/25/2026 7:13,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-68785,AP-10284,MNT-01,8/15/2026 23:48,Approved,11,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-76994,AP-10285,MNT-01,3/1/2026 20:08,Approved,31,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-20758,AP-10286,MNT-01,9/1/2026 5:48,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-00657,AP-10287,MNT-01,6/23/2026 5:22,Approved,24,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-33598,AP-10288,MNT-01,2/5/2026 22:48,Approved,23,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-58787,AP-10289,REV-02,6/19/2026 18:18,Approved,36,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-56857,AP-10290,MNT-03,6/5/2026 23:26,Approved,37,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-21939,AP-10291,MNT-01,6/12/2026 22:10,Approved,27,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-74092,AP-10292,MNT-01,5/6/2026 6:18,Approved,33,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-74138,AP-10293,REV-02,9/1/2026 21:04,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-14763,AP-10294,MNT-03,2/8/2026 7:58,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-06695,AP-10295,MNT-01,5/4/2026 1:20,Approved,31,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-77702,AP-10296,MNT-01,2/1/2026 5:46,Approved,18,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-34221,AP-10297,MNT-01,4/21/2026 3:18,Approved,20,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-37236,AP-10298,MNT-04,6/30/2026 23:30,Approved,47,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-43484,AP-10299,MNT-10,3/15/2026 20:43,Approved,34,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-79264,AP-10300,MNT-01,7/3/2026 15:35,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-DTI-001,FALSE
LA-53027,AP-10301,MNT-01,7/26/2026 4:27,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-96653,AP-10302,MNT-01,2/3/2026 16:09,Approved,22,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-99063,AP-10303,MNT-10,8/13/2026 4:55,Approved,19,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-40002,AP-10304,MNT-01,8/27/2026 20:10,Approved,23,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-55772,AP-10305,MNT-01,6/30/2026 19:05,Approved,39,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-60869,AP-10306,MNT-01,2/25/2026 22:05,Approved,32,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-58002,AP-10307,REV-02,3/20/2026 6:04,Approved,19,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-03391,AP-10308,MNT-03,2/14/2026 19:57,Approved,10,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-26630,AP-10309,MNT-01,8/29/2026 15:57,Approved,43,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-65041,AP-10310,MNT-04,8/15/2026 19:00,Approved,39,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-06729,AP-10311,REV-02,3/27/2026 15:30,Approved,15,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-53546,AP-10312,MNT-01,7/29/2026 3:32,Approved,46,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-21189,AP-10313,MNT-01,3/9/2026 0:40,Approved,24,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-04948,AP-10314,MNT-01,5/26/2026 23:56,Approved,34,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-48722,AP-10315,REV-02,8/29/2026 9:57,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-78739,AP-10316,MNT-01,6/20/2026 6:55,Approved,36,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-11037,AP-10317,MNT-01,3/30/2026 11:29,Approved,40,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-73136,AP-10318,MNT-03,2/23/2026 16:26,Approved,10,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-39975,AP-10319,MNT-03,4/26/2026 4:47,Approved,32,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-75952,AP-10320,MNT-03,9/2/2026 23:03,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-44034,AP-10321,MNT-01,3/10/2026 3:52,Approved,29,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-36244,AP-10322,MNT-03,5/8/2026 11:15,Approved,32,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-18638,AP-10323,MNT-01,5/12/2026 18:22,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-75265,AP-10324,MNT-01,2/2/2026 20:16,Approved,14,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-29088,AP-10325,MNT-03,4/29/2026 13:13,Approved,13,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-80411,AP-10326,MNT-03,7/19/2026 0:52,Approved,18,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-49629,AP-10327,MNT-01,7/29/2026 6:26,Approved,48,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-91963,AP-10328,MNT-03,6/21/2026 13:26,Approved,24,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-98683,AP-10329,REV-02,6/18/2026 15:11,Approved,30,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-12498,AP-10330,MNT-01,8/3/2026 5:32,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-20643,AP-10331,MNT-03,4/4/2026 2:13,Approved,20,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-88385,AP-10332,REV-02,5/29/2026 1:03,Approved,18,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-58752,AP-10333,REV-02,7/31/2026 9:46,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-26826,AP-10334,MNT-01,8/14/2026 6:22,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-94792,AP-10335,MNT-01,7/15/2026 22:23,Approved,27,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-08044,AP-10336,REV-02,5/19/2026 12:54,Approved,26,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-49573,AP-10337,MNT-04,8/27/2026 15:06,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-50102,AP-10338,REV-02,7/11/2026 15:37,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-50459,AP-10339,REV-02,2/28/2026 3:03,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-97339,AP-10340,MNT-03,7/21/2026 1:27,Approved,18,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-79056,AP-10341,MNT-01,3/1/2026 13:48,Approved,39,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-83738,AP-10342,MNT-06,5/31/2026 21:38,Approved,24,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-05259,AP-10343,MNT-01,7/1/2026 19:26,Approved,19,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-38887,AP-10344,MNT-03,6/5/2026 3:12,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-66014,AP-10345,MNT-03,7/24/2026 22:31,Approved,27,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-76653,AP-10346,MNT-03,7/5/2026 0:55,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-20805,AP-10347,MNT-01,8/22/2026 10:59,Approved,23,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-12968,AP-10348,MNT-03,6/26/2026 8:29,Approved,39,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-42510,AP-10349,MNT-01,6/20/2026 23:02,Approved,19,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-51878,AP-10350,REV-02,5/20/2026 0:36,Approved,32,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-90160,AP-10351,MNT-01,4/3/2026 21:31,Approved,37,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-92114,AP-10352,MNT-04,4/19/2026 1:48,Approved,38,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-81974,AP-10353,MNT-01,5/22/2026 9:57,Approved,29,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-38911,AP-10354,REV-02,2/10/2026 16:34,Approved,17,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-08775,AP-10355,MNT-06,6/11/2026 15:00,Approved,18,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-35845,AP-10356,MNT-01,3/18/2026 12:44,Approved,43,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-66478,AP-10357,REV-02,2/11/2026 17:04,Approved,22,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-69682,AP-10358,MNT-01,3/11/2026 9:58,Approved,36,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-91445,AP-10359,REV-02,5/8/2026 11:19,Approved,25,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-88518,AP-10360,MNT-01,4/23/2026 0:46,Approved,17,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-05439,AP-10361,MNT-03,4/15/2026 14:27,Approved,28,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-53879,AP-10362,REV-02,4/18/2026 12:24,Approved,38,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-31504,AP-10363,REV-02,3/6/2026 11:44,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-81106,AP-10364,MNT-01,2/20/2026 11:47,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-DTI-001,FALSE
LA-69682,AP-10365,MNT-01,3/27/2026 13:44,Approved,47,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-55127,AP-10366,REV-02,3/7/2026 19:00,Approved,44,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-61749,AP-10367,MNT-01,3/15/2026 16:29,Approved,18,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-95230,AP-10368,MNT-03,2/1/2026 17:32,Approved,29,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-68593,AP-10369,MNT-01,8/11/2026 17:38,Approved,17,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-18703,AP-10370,MNT-01,5/30/2026 10:05,Approved,49,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-10837,AP-10371,MNT-01,7/21/2026 0:40,Approved,21,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-12158,AP-10372,MNT-04,3/26/2026 1:32,Approved,27,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-18248,AP-10373,REV-02,7/21/2026 10:58,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-20950,AP-10374,REV-02,4/19/2026 23:59,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-49790,AP-10375,REV-02,6/11/2026 18:32,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-69074,AP-10376,MNT-06,3/14/2026 18:30,Approved,35,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-04779,AP-10377,MNT-01,3/12/2026 9:19,Approved,45,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-73850,AP-10378,MNT-01,9/5/2026 22:10,Approved,24,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-70797,AP-10379,REV-02,4/24/2026 10:30,Approved,18,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-84941,AP-10380,MNT-01,5/24/2026 18:24,Approved,38,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-07758,AP-10381,MNT-01,7/1/2026 4:07,Approved,30,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-55063,AP-10382,REV-02,8/9/2026 14:25,Approved,42,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-95274,AP-10383,REV-02,2/25/2026 15:07,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-87560,AP-10384,MNT-01,7/28/2026 17:03,Approved,26,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-07170,AP-10385,REV-02,7/5/2026 16:42,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-DTI-001,FALSE
LA-73547,AP-10386,MNT-06,3/16/2026 2:06,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-DTI-001,FALSE
LA-57725,AP-10387,MNT-01,4/5/2026 10:11,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-29610,AP-10388,MNT-04,4/29/2026 1:10,Approved,21,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-25060,AP-10389,MNT-03,5/5/2026 0:18,Approved,37,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-29139,AP-10390,MNT-03,4/4/2026 1:16,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-41613,AP-10391,MNT-04,7/28/2026 8:57,Approved,29,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-22896,AP-10392,REV-02,4/27/2026 21:02,Approved,35,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-50607,AP-10393,MNT-03,5/31/2026 19:52,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-84176,AP-10394,REV-02,9/1/2026 18:00,Approved,30,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-22224,AP-10395,MNT-01,8/3/2026 14:40,Approved,31,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-42332,AP-10396,REV-02,5/29/2026 23:08,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-DTI-001,FALSE
LA-23332,AP-10397,MNT-04,8/14/2026 19:15,Approved,45,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-51378,AP-10398,MNT-01,3/4/2026 13:04,Approved,36,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-69299,AP-10399,MNT-03,6/19/2026 15:18,Approved,44,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-88668,AP-10400,MNT-05,5/23/2026 13:17,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-DTI-001,FALSE
LA-97273,AP-10401,MNT-01,3/26/2026 6:57,Approved,15,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-33613,AP-10402,MNT-03,8/20/2026 0:52,Approved,47,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-22985,AP-10403,MNT-01,7/29/2026 16:40,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
