credit_pull_event_id,applicant_id,product_code,event_date,dti_ratio,credit_score,credit_score_tier_change,pull_status,bureau_name,failure_code,provider_request_id,risk_status
EV-69811,AP-10187,REV-02,4/1/2025 1:02,2.54,435,Upgraded,PENDING,TRANSUNION,PROVIDER ERROR,RZV-66749,Very High Risk
EV-88287,AP-10188,REV-02,10/11/2025 5:38,17.95,310,Downgraded,FAILED,EXPERIAN,PROVIDER ERROR,AMW-52149,Very High Risk
EV-51574,AP-10189,REV-02,7/24/2026 10:23,43.56,555,Downgraded,FAILED,EQUIFAX,TIMEOUT,FNP-15722,Very High Risk
EV-02593,AP-10190,REV-02,7/8/2025 0:16,8.54,713,Upgraded,SUCCESS,EXPERIAN,,OFR-93831,Moderate Risk
EV-67518,AP-10191,MNT-01,7/2/2026 1:06,7.5,500,No_Change,FAILED,TRANSUNION,RATE_LIMITED,OZL-06173,Very High Risk
EV-32279,AP-10192,MNT-01,10/24/2025 9:34,1.5,797,No_Change,PENDING,EXPERIAN,PROVIDER ERROR,WDO-32544,Low Risk
EV-59344,AP-10193,REV-02,3/10/2026 16:32,28.45,712,Downgraded,PENDING,TRANSUNION,TIMEOUT,NNJ-42474,Moderate Risk
EV-79199,AP-10194,MNT-01,3/14/2026 20:33,12.46,612,Downgraded,PENDING,TRANSUNION,,NLU-34418,High Risk
EV-81820,AP-10195,MNT-01,12/16/2025 22:20,30.27,303,Not_Applicable,SUCCESS,EQUIFAX,,IUB-18224,Very High Risk
EV-00546,AP-10196,MNT-01,3/12/2026 10:36,13.02,639,Downgraded,SUCCESS,EQUIFAX,,ZVX-02798,High Risk
EV-18158,AP-10197,MNT-01,7/26/2026 1:07,31.12,326,Not_Applicable,SUCCESS,EQUIFAX,,YSL-84407,Very High Risk
EV-54636,AP-10198,MNT-01,4/8/2026 2:30,17.6,713,No_Change,SUCCESS,EQUIFAX,,MKO-54516,Moderate Risk
EV-23597,AP-10199,REV-02,3/20/2025 11:03,22.71,346,No_Change,SUCCESS,TRANSUNION,,KAV-88300,Very High Risk
EV-80930,AP-10200,MNT-01,7/7/2025 5:50,24.68,768,Not_Applicable,FAILED,EXPERIAN,TIMEOUT,UHZ-66993,Low Risk
EV-42806,AP-10201,REV-02,10/22/2025 22:31,1.11,318,No_Change,SUCCESS,EXPERIAN,,LDY-83867,Very High Risk
EV-11187,AP-10202,REV-02,3/29/2025 9:27,47.84,758,No_Change,FAILED,EQUIFAX,INVALID_REQUEST,GFC-65302,Low Risk
EV-71234,AP-10203,MNT-01,12/3/2025 23:48,23.94,743,No_Change,SUCCESS,EQUIFAX,,XXH-53915,Moderate Risk
EV-63267,AP-10204,MNT-01,3/23/2026 10:28,12.14,425,Not_Applicable,PENDING,EQUIFAX,RATE_LIMITED,WHE-63541,Very High Risk
EV-59953,AP-10205,REV-02,2/5/2026 13:30,42.61,593,Upgraded,FAILED,TRANSUNION,RATE_LIMITED,MJS-11204,High Risk
EV-94830,AP-10206,MNT-01,11/26/2025 11:43,28.13,730,Upgraded,FAILED,EXPERIAN,,JXK-31393,Moderate Risk
EV-76592,AP-10207,REV-02,9/20/2025 16:20,46.27,360,No_Change,SUCCESS,TRANSUNION,,SZV-37606,Very High Risk
EV-39096,AP-10208,REV-02,1/30/2026 4:40,48.79,334,Upgraded,PENDING,EXPERIAN,TIMEOUT,NET-37259,Very High Risk
EV-20038,AP-10209,REV-02,7/24/2026 4:56,10.09,849,Upgraded,SUCCESS,EXPERIAN,,EFU-82823,Low Risk
EV-02740,AP-10210,REV-02,4/30/2026 4:43,36.9,620,Not_Applicable,SUCCESS,EQUIFAX,,RNT-77271,High Risk
EV-66459,AP-10211,MNT-01,4/21/2025 23:22,49.18,722,No_Change,FAILED,EQUIFAX,TIMEOUT,DIX-30035,Moderate Risk
EV-56416,AP-10212,MNT-01,10/19/2025 19:35,36.51,508,Not_Applicable,FAILED,EXPERIAN,INVALID_REQUEST,ANR-72850,Very High Risk
EV-54279,AP-10213,REV-02,9/25/2025 14:09,1.26,691,Not_Applicable,PENDING,EQUIFAX,RATE_LIMITED,LIY-90591,Moderate Risk
EV-48550,AP-10214,MNT-01,8/23/2025 9:46,47.56,766,No_Change,SUCCESS,EQUIFAX,,EDK-60175,Low Risk
EV-95254,AP-10215,REV-02,5/11/2026 11:19,5.87,437,Downgraded,FAILED,TRANSUNION,TIMEOUT,ZHU-31673,Very High Risk
EV-40551,AP-10216,REV-02,8/29/2025 11:33,6.2,449,Not_Applicable,PENDING,TRANSUNION,TIMEOUT,QHU-03030,Very High Risk
EV-32365,AP-10217,REV-02,10/6/2025 13:43,26.33,464,No_Change,SUCCESS,TRANSUNION,,BQR-48379,Very High Risk
EV-80502,AP-10218,MNT-01,3/18/2026 1:43,15.44,708,Upgraded,SUCCESS,TRANSUNION,,IHP-11882,Moderate Risk
EV-90182,AP-10219,REV-02,11/3/2025 16:51,35.01,593,Downgraded,SUCCESS,EQUIFAX,,UBU-72937,High Risk
EV-53233,AP-10220,MNT-01,11/2/2025 0:11,36.63,704,No_Change,SUCCESS,EQUIFAX,,UWX-32354,Moderate Risk
EV-58542,AP-10221,REV-02,6/18/2026 18:54,10.28,766,Downgraded,PENDING,TRANSUNION,TIMEOUT,PEN-51015,Low Risk
EV-14372,AP-10222,MNT-01,1/27/2026 19:27,21.67,816,Downgraded,FAILED,EXPERIAN,RATE_LIMITED,CFV-72514,Low Risk
EV-44406,AP-10223,REV-02,7/20/2025 22:53,0.49,642,Not_Applicable,FAILED,TRANSUNION,,YPW-06124,High Risk
EV-48641,AP-10224,REV-02,12/21/2025 21:12,25.58,328,No_Change,SUCCESS,EQUIFAX,,WVK-16719,Very High Risk
EV-16077,AP-10225,MNT-01,10/13/2025 9:14,15.51,679,No_Change,SUCCESS,TRANSUNION,,WOM-32580,Moderate Risk
EV-49586,AP-10226,REV-02,9/5/2026 5:22,39.58,395,Downgraded,SUCCESS,EQUIFAX,,SHM-20082,Very High Risk
EV-68997,AP-10227,REV-02,7/25/2025 3:25,11.15,475,No_Change,SUCCESS,EQUIFAX,,GZB-33956,Very High Risk
EV-58867,AP-10228,MNT-01,11/22/2025 11:03,12.16,411,Downgraded,SUCCESS,TRANSUNION,,QVR-28641,Very High Risk
EV-59009,AP-10229,MNT-01,2/18/2026 5:29,40.83,328,Downgraded,FAILED,EQUIFAX,PROVIDER ERROR,WNP-06368,Very High Risk
EV-59212,AP-10230,MNT-01,6/9/2026 12:03,42.07,549,Not_Applicable,SUCCESS,EQUIFAX,,PUT-43350,Very High Risk
EV-58912,AP-10231,REV-02,1/2/2026 3:47,45.44,380,No_Change,SUCCESS,TRANSUNION,,RTN-24289,Very High Risk
EV-37484,AP-10232,MNT-01,3/18/2026 1:40,8.93,348,Downgraded,PENDING,TRANSUNION,INVALID_REQUEST,SOT-26191,Very High Risk
EV-98978,AP-10233,REV-02,2/8/2025 20:31,23.98,388,Not_Applicable,PENDING,EXPERIAN,,SLN-34590,Very High Risk
EV-09302,AP-10234,REV-02,1/7/2026 12:58,37.39,666,Downgraded,FAILED,EQUIFAX,TIMEOUT,TZR-91088,High Risk
EV-01170,AP-10235,MNT-01,4/18/2025 0:43,48.04,446,Downgraded,FAILED,EXPERIAN,PROVIDER ERROR,YAP-42828,Very High Risk
EV-52825,AP-10236,MNT-01,1/28/2026 18:34,35.92,330,Upgraded,PENDING,TRANSUNION,TIMEOUT,EEH-13573,Very High Risk
EV-71808,AP-10237,MNT-01,4/12/2026 8:42,31.57,634,No_Change,PENDING,EXPERIAN,TIMEOUT,PCT-98558,High Risk
EV-85183,AP-10238,MNT-01,8/7/2025 1:11,6.09,327,Upgraded,FAILED,TRANSUNION,INVALID_REQUEST,GBU-95108,Very High Risk
EV-01444,AP-10239,MNT-01,12/5/2025 18:20,16.08,665,Not_Applicable,SUCCESS,EQUIFAX,,VZK-06403,High Risk
EV-51044,AP-10240,MNT-01,3/13/2026 17:25,28.71,835,Downgraded,PENDING,TRANSUNION,TIMEOUT,TPG-31048,Low Risk
EV-66424,AP-10241,MNT-01,2/14/2026 3:15,44.33,604,Upgraded,FAILED,EXPERIAN,RATE_LIMITED,UXK-33479,High Risk
EV-71623,AP-10242,REV-02,3/1/2025 18:36,44.86,482,Downgraded,PENDING,TRANSUNION,TIMEOUT,FZO-20661,Very High Risk
EV-81384,AP-10243,MNT-01,3/15/2025 23:57,49.51,720,No_Change,SUCCESS,EQUIFAX,,BJV-00168,Moderate Risk
EV-14587,AP-10244,MNT-01,10/23/2025 4:36,7.2,486,Downgraded,FAILED,TRANSUNION,PROVIDER ERROR,SHT-91311,Very High Risk
EV-21874,AP-10245,MNT-01,11/8/2025 7:33,28.56,560,Upgraded,FAILED,EQUIFAX,TIMEOUT,HBA-95774,Very High Risk
EV-30323,AP-10246,MNT-01,12/22/2025 12:18,20.08,435,Upgraded,FAILED,TRANSUNION,,XQF-11550,Very High Risk
EV-16338,AP-10247,MNT-01,11/7/2025 4:10,10.64,837,Upgraded,FAILED,EXPERIAN,,IDU-98659,Low Risk
EV-19984,AP-10248,MNT-01,5/27/2026 15:02,7.71,318,No_Change,SUCCESS,TRANSUNION,,YAQ-87778,Very High Risk
EV-62881,AP-10249,REV-02,4/2/2026 11:50,19.61,490,Downgraded,FAILED,EXPERIAN,PROVIDER ERROR,HJO-04927,Very High Risk
EV-94484,AP-10250,REV-02,7/7/2026 18:30,43.37,563,Upgraded,SUCCESS,TRANSUNION,,RQG-85727,Very High Risk
EV-77912,AP-10251,REV-02,11/19/2025 23:20,23.46,680,Not_Applicable,FAILED,EXPERIAN,,FQF-96118,Moderate Risk
EV-01809,AP-10252,MNT-01,4/16/2025 2:19,29.12,435,Downgraded,PENDING,TRANSUNION,TIMEOUT,XGP-02004,Very High Risk
EV-18283,AP-10253,MNT-01,5/29/2025 13:33,4.98,621,Not_Applicable,PENDING,EQUIFAX,,VMG-10707,High Risk
EV-51635,AP-10254,MNT-01,7/2/2025 8:28,47.87,564,Upgraded,SUCCESS,EXPERIAN,,UAZ-01839,Very High Risk
EV-23654,AP-10255,MNT-01,4/22/2025 0:14,3.86,778,Downgraded,SUCCESS,TRANSUNION,,JYG-39532,Low Risk
EV-04933,AP-10256,MNT-01,7/7/2025 18:28,0.13,644,Upgraded,SUCCESS,EQUIFAX,,JMC-03665,High Risk
EV-16981,AP-10257,REV-02,6/17/2026 16:43,29.17,346,Upgraded,SUCCESS,EQUIFAX,,NBV-37497,Very High Risk
EV-99326,AP-10258,MNT-01,6/14/2026 19:35,2.63,631,Not_Applicable,SUCCESS,EQUIFAX,,EOX-67233,High Risk
EV-24943,AP-10259,MNT-01,8/17/2026 2:02,8.92,689,Not_Applicable,FAILED,TRANSUNION,TIMEOUT,YXP-34915,Moderate Risk
EV-10134,AP-10260,REV-02,6/11/2025 6:23,31.02,703,Downgraded,FAILED,EQUIFAX,TIMEOUT,NKI-68458,Moderate Risk
EV-98770,AP-10261,REV-02,8/19/2026 23:19,44.54,508,Not_Applicable,SUCCESS,EXPERIAN,,LZD-18653,Very High Risk
EV-89113,AP-10262,REV-02,12/24/2025 16:33,24.85,732,Downgraded,FAILED,EQUIFAX,INVALID_REQUEST,EYR-54061,Moderate Risk
EV-15261,AP-10263,REV-02,4/4/2026 12:06,29.09,506,Upgraded,SUCCESS,EQUIFAX,,IAR-53022,Very High Risk
EV-17177,AP-10264,MNT-01,10/13/2025 23:39,26.81,837,Downgraded,PENDING,TRANSUNION,TIMEOUT,FKO-97410,Low Risk
EV-23799,AP-10265,REV-02,2/8/2025 4:25,18.35,769,No_Change,FAILED,EXPERIAN,,FJR-35225,Low Risk
EV-24736,AP-10266,MNT-01,2/25/2026 5:05,36.1,465,Not_Applicable,SUCCESS,EQUIFAX,,SEX-54457,Very High Risk
EV-25801,AP-10267,REV-02,3/29/2025 20:36,2.39,766,Not_Applicable,PENDING,EQUIFAX,PROVIDER ERROR,WHB-79477,Low Risk
EV-34519,AP-10268,MNT-01,7/14/2026 9:07,36.65,503,Not_Applicable,SUCCESS,EXPERIAN,,EQQ-83690,Very High Risk
EV-01846,AP-10269,REV-02,6/10/2025 22:07,29.79,583,Downgraded,PENDING,TRANSUNION,RATE_LIMITED,DWY-16345,High Risk
EV-71752,AP-10270,REV-02,8/27/2026 18:06,26.49,320,No_Change,SUCCESS,EQUIFAX,,BAZ-46156,Very High Risk
EV-82371,AP-10271,MNT-01,6/15/2026 10:06,19.46,529,No_Change,PENDING,EXPERIAN,INVALID_REQUEST,FYZ-53106,Very High Risk
EV-29004,AP-10272,MNT-01,7/19/2025 6:00,13.71,431,No_Change,SUCCESS,EXPERIAN,,MYE-11988,Very High Risk
EV-69379,AP-10273,REV-02,5/22/2025 11:14,10,694,Not_Applicable,FAILED,TRANSUNION,RATE_LIMITED,JNL-18908,Moderate Risk
EV-73544,AP-10274,MNT-01,6/23/2026 17:56,22.2,678,No_Change,PENDING,EQUIFAX,,GWZ-68248,Moderate Risk
EV-98076,AP-10275,MNT-01,6/7/2025 9:33,48.19,343,No_Change,SUCCESS,EXPERIAN,,BEZ-55159,Very High Risk
EV-67883,AP-10276,REV-02,9/2/2025 18:18,18.29,767,Upgraded,FAILED,TRANSUNION,INVALID_REQUEST,YUR-94780,Low Risk
EV-13254,AP-10277,REV-02,8/1/2025 16:48,2.86,617,Downgraded,PENDING,EXPERIAN,TIMEOUT,YTC-11491,High Risk
EV-86847,AP-10278,REV-02,3/2/2026 11:49,47.02,480,Not_Applicable,SUCCESS,EXPERIAN,,WPQ-50737,Very High Risk
EV-56585,AP-10279,MNT-01,1/26/2026 9:13,49.34,767,Downgraded,SUCCESS,EQUIFAX,,RSU-06060,Low Risk
EV-25205,AP-10280,REV-02,6/26/2026 3:44,5.92,578,Downgraded,SUCCESS,EXPERIAN,,FYW-66467,Very High Risk
EV-68723,AP-10281,MNT-01,5/3/2026 11:28,1.26,621,Downgraded,PENDING,EQUIFAX,,NLY-90000,High Risk
EV-07782,AP-10282,REV-02,5/30/2026 4:06,49.88,588,Downgraded,PENDING,EQUIFAX,,WKO-05438,High Risk
EV-02837,AP-10283,MNT-01,7/23/2026 19:14,3.52,726,No_Change,SUCCESS,EXPERIAN,,BWE-72481,Moderate Risk
EV-66611,AP-10284,REV-02,6/25/2025 19:25,48.58,560,No_Change,SUCCESS,EXPERIAN,,WGG-00790,Very High Risk
EV-15565,AP-10285,REV-02,9/13/2025 11:52,9.97,596,Upgraded,SUCCESS,EXPERIAN,,SCA-55172,High Risk
EV-91543,AP-10286,MNT-01,1/22/2025 10:53,27.85,675,Not_Applicable,PENDING,EQUIFAX,TIMEOUT,CYP-35469,Moderate Risk
EV-84861,AP-10287,REV-02,12/20/2025 14:37,16.91,730,Downgraded,PENDING,EQUIFAX,TIMEOUT,CBP-06437,Moderate Risk
EV-69264,AP-10288,MNT-01,2/28/2026 4:08,14.94,391,Upgraded,FAILED,TRANSUNION,,ZNJ-30101,Very High Risk
EV-70833,AP-10289,REV-02,3/28/2026 9:27,43.85,563,No_Change,PENDING,EQUIFAX,,PXH-01231,Very High Risk
EV-62726,AP-10290,MNT-01,6/13/2025 7:37,17.9,388,Downgraded,FAILED,TRANSUNION,,YEZ-26827,Very High Risk
EV-71453,AP-10291,MNT-01,11/14/2025 13:40,44.17,741,Downgraded,FAILED,TRANSUNION,INVALID_REQUEST,LVQ-71785,Moderate Risk
EV-92614,AP-10292,REV-02,10/27/2025 12:27,43.26,631,Upgraded,SUCCESS,EXPERIAN,,BYE-30650,High Risk
EV-23712,AP-10293,MNT-01,3/7/2025 14:01,40.61,477,Not_Applicable,FAILED,EQUIFAX,RATE_LIMITED,HZL-19873,Very High Risk
EV-01444,AP-10294,REV-02,2/24/2026 17:56,9.94,849,Upgraded,FAILED,EQUIFAX,INVALID_REQUEST,BRP-36679,Low Risk
EV-58508,AP-10295,MNT-01,3/7/2026 0:44,9.62,667,No_Change,SUCCESS,EXPERIAN,,LZH-46023,High Risk
EV-25889,AP-10296,REV-02,10/24/2025 2:45,31.36,570,Upgraded,PENDING,TRANSUNION,,ONQ-53642,Very High Risk
EV-95990,AP-10297,MNT-01,3/18/2026 5:15,32.95,357,Downgraded,FAILED,TRANSUNION,,ZBH-14284,Very High Risk
EV-57682,AP-10298,REV-02,10/14/2025 22:20,11.99,517,Upgraded,SUCCESS,EQUIFAX,,BFG-59384,Very High Risk
EV-85114,AP-10299,MNT-01,9/12/2025 1:48,16.78,817,Upgraded,SUCCESS,TRANSUNION,,KLV-71520,Low Risk
EV-13588,AP-10300,REV-02,6/14/2026 20:34,5.24,445,Downgraded,SUCCESS,TRANSUNION,,QBU-99799,Very High Risk
EV-16241,AP-10301,REV-02,5/29/2025 4:49,34.91,497,Downgraded,SUCCESS,EXPERIAN,,ZJI-18606,Very High Risk
EV-87887,AP-10302,REV-02,5/21/2026 5:05,45.69,572,No_Change,PENDING,EQUIFAX,TIMEOUT,SXQ-03397,Very High Risk
EV-91205,AP-10303,MNT-01,1/4/2025 18:15,11.78,414,Not_Applicable,FAILED,EXPERIAN,TIMEOUT,RHL-26372,Very High Risk
EV-91615,AP-10304,REV-02,11/2/2025 10:08,14.66,524,Upgraded,PENDING,TRANSUNION,,BQB-10270,Very High Risk
EV-57384,AP-10305,MNT-01,5/17/2025 10:24,45.93,359,No_Change,FAILED,EXPERIAN,TIMEOUT,NMT-17497,Very High Risk
EV-74587,AP-10306,REV-02,8/6/2026 14:54,27.96,478,Upgraded,PENDING,EXPERIAN,TIMEOUT,CQC-94370,Very High Risk
EV-29572,AP-10307,MNT-01,9/15/2025 12:47,33.28,704,No_Change,SUCCESS,TRANSUNION,,FPI-46518,Moderate Risk
EV-52118,AP-10308,MNT-01,8/24/2026 10:20,39.99,600,Downgraded,SUCCESS,EXPERIAN,,YYL-52902,High Risk
EV-01374,AP-10309,REV-02,6/3/2025 16:14,19.88,662,Not_Applicable,FAILED,EQUIFAX,,XIF-53877,High Risk
EV-31615,AP-10310,MNT-01,3/30/2026 10:29,4.04,645,Downgraded,PENDING,EQUIFAX,INVALID_REQUEST,CVB-77467,High Risk
EV-13937,AP-10311,REV-02,1/16/2025 4:14,18.18,644,No_Change,FAILED,TRANSUNION,INVALID_REQUEST,GNW-06596,High Risk
EV-05416,AP-10312,REV-02,8/4/2025 14:07,37.53,429,Downgraded,FAILED,TRANSUNION,PROVIDER ERROR,SHG-44370,Very High Risk
EV-33508,AP-10313,MNT-01,6/8/2026 16:13,38.51,543,No_Change,FAILED,EXPERIAN,PROVIDER ERROR,GFD-86952,Very High Risk
EV-45494,AP-10314,MNT-01,1/3/2025 18:03,13.14,816,Upgraded,FAILED,TRANSUNION,RATE_LIMITED,MWC-23488,Low Risk
EV-40629,AP-10315,MNT-01,7/2/2026 5:27,42.96,819,Downgraded,FAILED,TRANSUNION,PROVIDER ERROR,LFX-51117,Low Risk
EV-26051,AP-10316,REV-02,3/21/2026 15:13,36.31,316,No_Change,SUCCESS,EXPERIAN,,IKD-41566,Very High Risk
EV-92491,AP-10317,MNT-01,6/29/2026 17:10,12.77,397,No_Change,FAILED,EQUIFAX,PROVIDER ERROR,CKA-27311,Very High Risk
EV-72605,AP-10318,MNT-01,11/28/2025 8:52,39.48,836,Not_Applicable,PENDING,TRANSUNION,TIMEOUT,UDO-80040,Low Risk
EV-34361,AP-10319,MNT-01,2/12/2025 23:27,6.7,736,Upgraded,SUCCESS,EXPERIAN,,GAJ-93192,Moderate Risk
EV-63184,AP-10320,MNT-01,10/10/2025 6:15,20.23,714,Upgraded,SUCCESS,EXPERIAN,,KQJ-00584,Moderate Risk
EV-27552,AP-10321,REV-02,2/19/2025 8:02,47.24,812,Not_Applicable,SUCCESS,EXPERIAN,,VQI-76774,Low Risk
EV-78709,AP-10322,REV-02,9/3/2026 15:07,29.05,326,Upgraded,SUCCESS,TRANSUNION,,CKM-83902,Very High Risk
EV-07216,AP-10323,REV-02,5/26/2025 17:38,48.01,377,Downgraded,FAILED,EQUIFAX,RATE_LIMITED,QEN-62172,Very High Risk
EV-58954,AP-10324,REV-02,1/22/2025 23:36,31.92,814,Not_Applicable,PENDING,EXPERIAN,INVALID_REQUEST,LNS-09241,Low Risk
EV-08534,AP-10325,REV-02,2/1/2026 7:18,32.59,844,No_Change,PENDING,EXPERIAN,PROVIDER ERROR,RCQ-88261,Low Risk
EV-11602,AP-10326,MNT-01,1/1/2026 16:30,6.39,656,Upgraded,FAILED,EQUIFAX,PROVIDER ERROR,ERR-90632,High Risk
EV-10846,AP-10327,REV-02,1/16/2025 22:26,27.95,758,No_Change,PENDING,TRANSUNION,,INB-59770,Low Risk
EV-85730,AP-10328,MNT-01,6/19/2026 13:59,48.42,301,Downgraded,FAILED,EQUIFAX,PROVIDER ERROR,EIJ-01029,Very High Risk
EV-39930,AP-10329,REV-02,1/27/2026 5:25,24.88,720,Not_Applicable,FAILED,TRANSUNION,RATE_LIMITED,ZGX-72252,Moderate Risk
EV-10033,AP-10330,MNT-01,2/3/2026 23:52,26.96,555,No_Change,SUCCESS,EXPERIAN,,HQB-28183,Very High Risk
EV-07866,AP-10331,MNT-01,9/10/2025 10:04,25.07,722,Downgraded,SUCCESS,EQUIFAX,,WBR-43331,Moderate Risk
EV-58422,AP-10332,REV-02,1/3/2026 7:15,2.89,378,Not_Applicable,SUCCESS,EQUIFAX,,QKR-27547,Very High Risk
EV-87285,AP-10333,REV-02,2/2/2025 19:45,40.75,596,Upgraded,FAILED,EXPERIAN,PROVIDER ERROR,UES-25213,High Risk
EV-35243,AP-10334,MNT-01,8/28/2026 13:22,41.94,483,Downgraded,FAILED,EQUIFAX,INVALID_REQUEST,ALK-26405,Very High Risk
EV-78433,AP-10335,MNT-01,9/4/2026 22:08,25.83,740,Upgraded,PENDING,EQUIFAX,RATE_LIMITED,SFT-17970,Moderate Risk
EV-48636,AP-10336,MNT-01,1/28/2025 2:24,31.93,517,Downgraded,SUCCESS,EXPERIAN,,RGN-30777,Very High Risk
EV-27947,AP-10337,REV-02,6/21/2026 12:45,19.86,482,Not_Applicable,SUCCESS,EQUIFAX,,AEE-87618,Very High Risk
EV-37664,AP-10338,REV-02,3/31/2025 3:21,18.85,351,No_Change,FAILED,EXPERIAN,TIMEOUT,QIP-84361,Very High Risk
EV-19810,AP-10339,MNT-01,8/1/2025 14:20,19.14,478,Upgraded,SUCCESS,TRANSUNION,,TEW-63205,Very High Risk
EV-49319,AP-10340,MNT-01,5/17/2026 15:11,25.38,522,Upgraded,PENDING,EXPERIAN,INVALID_REQUEST,VUP-08760,Very High Risk
EV-66689,AP-10341,REV-02,8/7/2025 7:33,27.22,790,Not_Applicable,PENDING,TRANSUNION,INVALID_REQUEST,YQL-96415,Low Risk
EV-46184,AP-10342,MNT-01,5/13/2025 7:38,44.76,373,No_Change,PENDING,EQUIFAX,INVALID_REQUEST,VIN-01876,Very High Risk
EV-41695,AP-10343,REV-02,7/7/2026 6:52,21.55,512,Downgraded,SUCCESS,TRANSUNION,,ZEQ-53683,Very High Risk
EV-81355,AP-10344,MNT-01,12/27/2025 4:39,30.92,557,Upgraded,SUCCESS,EQUIFAX,,DRF-44892,Very High Risk
EV-05511,AP-10345,MNT-01,4/5/2026 3:18,13.69,627,Upgraded,PENDING,EXPERIAN,PROVIDER ERROR,HOY-93000,High Risk
EV-12093,AP-10346,MNT-01,3/30/2025 13:25,26.52,842,No_Change,SUCCESS,TRANSUNION,,BJX-31326,Low Risk
EV-73157,AP-10347,REV-02,7/11/2025 20:23,20.44,665,Upgraded,SUCCESS,EXPERIAN,,ZDO-28578,High Risk
EV-57902,AP-10348,MNT-01,5/2/2026 12:30,32.62,306,No_Change,FAILED,EXPERIAN,PROVIDER ERROR,QYE-58679,Very High Risk
EV-49477,AP-10349,MNT-01,6/30/2025 9:58,11.51,516,Upgraded,SUCCESS,EXPERIAN,,IFI-64440,Very High Risk
EV-92006,AP-10350,MNT-01,1/29/2025 15:15,0.07,775,No_Change,FAILED,EXPERIAN,INVALID_REQUEST,FLU-71100,Low Risk
EV-62606,AP-10351,REV-02,2/10/2026 21:01,15.38,380,Downgraded,PENDING,EXPERIAN,INVALID_REQUEST,DCF-29970,Very High Risk
EV-21508,AP-10352,REV-02,3/19/2026 18:54,43.72,826,Not_Applicable,FAILED,TRANSUNION,INVALID_REQUEST,QES-35716,Low Risk
EV-53057,AP-10353,MNT-01,6/7/2026 11:26,27.39,501,Downgraded,SUCCESS,EXPERIAN,,DFD-85464,Very High Risk
EV-80426,AP-10354,REV-02,3/2/2026 22:02,31.18,588,Not_Applicable,FAILED,EXPERIAN,RATE_LIMITED,KKI-44131,High Risk
EV-06421,AP-10355,MNT-01,5/18/2026 2:18,26.08,347,Not_Applicable,PENDING,TRANSUNION,RATE_LIMITED,DJB-56921,Very High Risk
EV-29983,AP-10356,REV-02,2/5/2026 4:57,25.07,332,Downgraded,FAILED,EQUIFAX,PROVIDER ERROR,HAJ-61112,Very High Risk
EV-64336,AP-10357,MNT-01,9/30/2025 8:19,26.81,325,Not_Applicable,FAILED,TRANSUNION,TIMEOUT,AHU-44524,Very High Risk
EV-80530,AP-10358,MNT-01,3/8/2025 18:15,1.16,554,Not_Applicable,FAILED,EQUIFAX,RATE_LIMITED,HEI-88697,Very High Risk
EV-45991,AP-10359,REV-02,11/20/2025 17:41,19.4,563,Downgraded,FAILED,EQUIFAX,,NAX-98814,Very High Risk
EV-09483,AP-10360,REV-02,9/20/2025 9:50,1.58,594,Not_Applicable,SUCCESS,EXPERIAN,,QRD-82278,High Risk
EV-49815,AP-10361,MNT-01,10/26/2025 21:08,48.31,557,No_Change,FAILED,TRANSUNION,,SLB-61559,Very High Risk
EV-99941,AP-10362,REV-02,8/6/2025 3:36,15.34,648,Upgraded,FAILED,TRANSUNION,TIMEOUT,EIS-86323,High Risk
EV-41793,AP-10363,MNT-01,10/21/2025 4:22,32.28,610,Upgraded,SUCCESS,TRANSUNION,,CKD-66310,High Risk
EV-42644,AP-10364,REV-02,7/14/2025 22:48,27.01,304,Not_Applicable,SUCCESS,EQUIFAX,,JJJ-24942,Very High Risk
EV-49031,AP-10365,MNT-01,3/6/2025 9:23,36.02,423,Upgraded,PENDING,EQUIFAX,TIMEOUT,DPP-74770,Very High Risk
EV-17898,AP-10366,MNT-01,1/19/2025 14:13,18.81,309,No_Change,FAILED,TRANSUNION,RATE_LIMITED,MVQ-44193,Very High Risk
EV-07922,AP-10367,MNT-01,9/10/2025 23:30,18.11,317,No_Change,PENDING,TRANSUNION,,AWH-21407,Very High Risk
EV-67642,AP-10368,REV-02,6/12/2025 22:00,31.53,354,Upgraded,SUCCESS,EQUIFAX,,JLK-87643,Very High Risk
EV-78884,AP-10369,MNT-01,7/9/2026 17:14,23.39,640,Downgraded,FAILED,EXPERIAN,PROVIDER ERROR,ANR-43986,High Risk
EV-39494,AP-10370,MNT-01,9/15/2025 7:23,0.41,324,Downgraded,SUCCESS,EQUIFAX,,XYD-31635,Very High Risk
EV-17858,AP-10371,REV-02,7/25/2026 11:57,2.11,606,Upgraded,PENDING,TRANSUNION,PROVIDER ERROR,SNG-94308,High Risk
EV-93501,AP-10372,MNT-01,1/21/2025 21:49,20.98,346,Upgraded,FAILED,TRANSUNION,RATE_LIMITED,DIX-53154,Very High Risk
EV-30335,AP-10373,MNT-01,5/4/2025 19:15,20.01,535,Downgraded,SUCCESS,EQUIFAX,,DTY-47589,Very High Risk
EV-20878,AP-10374,MNT-01,7/1/2026 8:36,15.75,371,Not_Applicable,SUCCESS,EXPERIAN,,VGW-11380,Very High Risk
EV-14313,AP-10375,REV-02,7/8/2026 14:26,34.2,345,Downgraded,PENDING,TRANSUNION,TIMEOUT,HMT-74803,Very High Risk
